DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL
05/01/08,0000,112.6900000,135.1400000,108.4200000,128.2700000,629343
06/01/08,0000,127.2200000,143.9100000,121.3200000,140.3000000,576905
07/01/08,0000,140.4300000,148.4000000,120.9900000,123.9600000,520900
08/01/08,0000,124.0200000,127.8800000,110.3400000,115.1700000,489003
09/01/08,0000,115.5600000,115.5600000,88.9000000,98.9600000,575917
10/01/08,0000,99.1900000,100.3100000,59.2200000,65.6000000,520392
11/01/08,0000,65.3900000,67.7600000,47.4000000,53.4900000,527815
12/01/08,0000,53.0000000,53.0000000,36.2000000,45.5900000,628018
01/01/09,0000,43.8500000,52.1900000,41.6000000,45.9300000,668603
02/01/09,0000,46.0600000,49.6000000,39.3500000,45.8400000,485963
03/01/09,0000,45.5600000,53.8000000,41.6000000,48.6800000,477244
04/01/09,0000,48.6500000,55.1300000,47.2700000,50.6400000,675383
05/01/09,0000,50.6800000,65.8000000,49.9600000,65.8000000,865871
06/01/09,0000,66.0000000,73.5000000,64.9100000,69.4200000,885022
07/01/09,0000,69.5500000,72.1100000,59.5300000,71.5200000,961429
08/01/09,0000,71.4600000,76.0000000,68.8500000,69.3200000,881507
09/01/09,0000,69.3400000,72.2000000,64.0800000,68.9200000,998092
10/01/09,0000,68.9500000,80.2600000,65.9100000,75.0900000,1093004
11/01/09,0000,75.2300000,80.1400000,73.7000000,78.3600000,1206788
12/01/09,0000,78.3200000,79.9100000,71.8500000,77.9300000,961690
01/01/10,0000,78.4100000,82.9500000,71.0200000,71.1800000,972394
02/01/10,0000,71.4200000,78.9400000,67.8800000,78.0300000,1114945
03/01/10,0000,78.0900000,82.8200000,76.2100000,82.1700000,1123724
04/01/10,0000,82.2600000,87.9600000,82.2000000,87.3500000,1161460
05/01/10,0000,87.2600000,89.5800000,68.1500000,74.6000000,1430468
06/01/10,0000,74.9000000,79.8600000,70.5000000,74.6600000,1694047
07/01/10,0000,74.6500000,78.3100000,70.7700000,78.2600000,1564294
08/01/10,0000,78.1100000,82.8600000,71.7500000,74.4200000,1569322
09/01/10,0000,74.4900000,82.4000000,74.3700000,82.1100000,1696391
10/01/10,0000,82.2100000,86.0200000,80.7500000,83.2600000,1796166
11/01/10,0000,83.2000000,89.7000000,82.4300000,85.4500000,1859326
12/01/10,0000,85.7100000,95.2000000,85.4100000,94.5900000,1268023
01/01/11,0000,94.7400000,101.7300000,92.3700000,100.5600000,1547361
02/01/11,0000,101.0100000,119.7900000,97.5100000,112.1000000,1836935
03/01/11,0000,111.9000000,118.5000000,107.4000000,117.1700000,2193264
04/01/11,0000,117.6100000,126.9100000,116.7500000,126.0300000,1736772
05/01/11,0000,126.0000000,126.5400000,105.1500000,116.6800000,2421181
06/01/11,0000,117.0700000,120.0000000,102.2800000,111.8000000,2511187
07/01/11,0000,111.8000000,119.8700000,109.5000000,117.5400000,1863999
08/01/11,0000,117.5800000,120.4000000,98.8600000,114.4900000,2591383
09/01/11,0000,114.8500000,116.6000000,101.6600000,102.1500000,2376524
10/01/11,0000,101.9000000,113.8600000,99.1100000,109.1900000,2417460
11/01/11,0000,109.1800000,116.4800000,105.6500000,110.3700000,2320442
12/01/11,0000,110.7500000,111.6200000,102.3700000,107.2200000,1709504
01/01/12,0000,108.3500000,114.7700000,108.3500000,111.1600000,2112198
02/01/12,0000,111.3000000,125.5500000,111.0200000,123.0400000,2125901
03/01/12,0000,123.0000000,128.4000000,121.3800000,122.8000000,2182752
04/01/12,0000,122.3000000,125.3600000,116.7000000,119.4700000,1784928
05/01/12,0000,119.2500000,119.7000000,101.2700000,101.6200000,1918407
06/01/12,0000,101.2200000,101.9500000,88.4900000,97.5700000,2272889
07/01/12,0000,97.8500000,108.1800000,95.3500000,104.6200000,1954832
08/01/12,0000,103.4700000,116.3800000,102.9700000,114.9200000,1820877
09/01/12,0000,114.1400000,117.9500000,107.1000000,112.1400000,1883884
10/01/12,0000,112.1400000,114.9500000,106.8000000,108.4000000,2052252
11/01/12,0000,107.4200000,112.2000000,104.0900000,111.1700000,1810427
12/01/12,0000,110.1000000,111.5200000,105.8000000,111.1100000,1139236
01/01/13,0000,110.1500000,115.7600000,108.9000000,114.5600000,1693942
02/01/13,0000,114.9000000,118.2900000,110.8700000,111.0000000,1826813
03/01/13,0000,109.9000000,111.2900000,106.9000000,109.8900000,1710552
04/01/13,0000,109.9100000,111.5300000,96.7500000,101.7400000,2340247
05/01/13,0000,101.5100000,105.4200000,98.3200000,100.1500000,1900382
06/01/13,0000,99.8000000,106.6700000,99.4700000,101.5000000,2124918
07/01/13,0000,101.4900000,109.1800000,101.2300000,107.7000000,1796078
08/01/13,0000,106.9100000,117.3400000,104.5900000,114.4500000,1878065
09/01/13,0000,112.2000000,114.8500000,107.2200000,108.2000000,1789282
10/01/13,0000,107.4200000,111.3000000,106.0000000,108.9000000,2131554
11/01/13,0000,108.7800000,111.6600000,103.1300000,110.1100000,2000149
12/01/13,0000,109.3000000,112.8000000,107.6100000,110.9000000,1413124
01/01/14,0000,110.7400000,111.0700000,105.0600000,105.7900000,1778507
02/01/14,0000,105.7500000,110.8200000,104.7800000,108.6500000,1593813
03/01/14,0000,108.8300000,111.8700000,105.4100000,107.7000000,1746747
04/01/14,0000,107.5500000,110.6400000,103.9600000,108.1400000,1951225
05/01/14,0000,107.5400000,111.0400000,106.3200000,109.4900000,1530457
06/01/14,0000,108.7700000,115.7100000,107.1100000,112.4000000,1967529
07/01/14,0000,112.5000000,112.6000000,105.4100000,105.5200000,2267661
08/01/14,0000,105.6000000,107.4500000,101.0700000,103.1100000,1928171
09/01/14,0000,103.1000000,103.8100000,94.2400000,94.8000000,2089763
10/01/14,0000,94.7700000,96.7800000,82.9300000,85.9600000,3311957
11/01/14,0000,86.2800000,86.9000000,68.2200000,68.3400000,2284679
12/01/14,0000,68.3000000,73.4000000,55.8100000,57.5400000,2220624
01/01/15,0000,58.0200000,58.5400000,45.1900000,52.9500000,3071410
02/01/15,0000,52.6000000,63.0000000,51.4100000,62.4800000,2994412
03/01/15,0000,62.8300000,62.9600000,52.5700000,55.1000000,2560451
04/01/15,0000,55.1700000,66.9300000,54.7000000,66.8000000,2693082
05/01/15,0000,66.7800000,69.6300000,61.2400000,65.1900000,2673781
06/01/15,0000,65.2400000,66.9400000,61.3500000,63.1400000,2643807
07/01/15,0000,63.0200000,63.6400000,51.6300000,51.8500000,2738087
08/01/15,0000,51.5500000,54.3200000,42.2300000,53.1200000,3908759
09/01/15,0000,52.9200000,53.4700000,46.7600000,48.4400000,3501234
10/01/15,0000,48.4000000,54.0500000,46.4100000,49.5000000,3169551
11/01/15,0000,49.4200000,50.9100000,43.1600000,44.5000000,3090339
12/01/15,0000,44.6200000,45.1800000,35.9800000,37.6000000,3437508
01/01/16,0000,37.8500000,38.9900000,27.1000000,35.9100000,3952620
02/01/16,0000,35.9200000,37.0000000,29.9200000,36.6400000,4401440
03/01/16,0000,36.6000000,42.5400000,35.9500000,40.1400000,4107146
04/01/16,0000,40.1400000,48.2900000,37.2700000,47.3200000,3918246
05/01/16,0000,47.3700000,50.8700000,43.3300000,49.5200000,3521046
06/01/16,0000,49.6500000,52.8600000,46.9400000,49.7400000,3659979
07/01/16,0000,49.9000000,50.7500000,42.5200000,43.2700000,3229276
08/01/16,0000,43.2600000,51.2200000,41.5100000,46.9700000,3707571
09/01/16,0000,46.9800000,50.3900000,45.0900000,49.9900000,4084400
10/01/16,0000,50.0200000,53.7300000,48.4500000,48.5100000,3397377
11/01/16,0000,48.7200000,52.3700000,43.5700000,51.5200000,4402548
12/01/16,0000,51.7200000,57.8900000,51.5100000,56.7500000,2961395
01/01/17,0000,56.8200000,58.3700000,53.5800000,55.4900000,3265430
02/01/17,0000,55.5500000,57.4500000,54.4400000,56.4500000,2699838
03/01/17,0000,56.4500000,57.0500000,49.7100000,53.6200000,3939722
04/01/17,0000,53.6200000,56.6500000,51.0100000,51.8500000,2966880
05/01/17,0000,51.8500000,54.6700000,46.6400000,50.9800000,4260075
06/01/17,0000,51.1700000,51.4500000,44.3500000,48.9400000,3697532
07/01/17,0000,48.9500000,52.9000000,46.1100000,52.6800000,3280771
08/01/17,0000,52.7000000,53.6400000,50.0000000,52.7700000,3715253
09/01/17,0000,52.8400000,59.2500000,51.9900000,56.5300000,3040542
10/01/17,0000,56.7300000,61.1900000,55.0600000,61.1800000,3536926
11/01/17,0000,61.0700000,64.6500000,60.0000000,62.6300000,3475218
12/01/17,0000,62.7400000,66.9800000,61.1300000,66.8700000,2628634
01/01/18,0000,66.5500000,71.2800000,66.2400000,68.8900000,3022119
02/01/18,0000,68.9600000,70.0200000,61.7600000,64.7300000,3310774
03/01/18,0000,64.5700000,70.5700000,63.1900000,69.3500000,2938039
04/01/18,0000,69.3200000,75.6100000,66.6900000,74.7000000,3470415
05/01/18,0000,74.6500000,80.5000000,72.3800000,77.6100000,4029943
06/01/18,0000,77.7100000,79.5600000,72.4500000,79.1200000,3591005
07/01/18,0000,78.5500000,79.5100000,71.1900000,74.1900000,3412228
08/01/18,0000,74.0700000,78.3200000,70.3000000,77.7100000,3009178
09/01/18,0000,77.6900000,83.4100000,75.6400000,82.9800000,3141389
10/01/18,0000,82.9700000,86.7400000,74.5800000,74.5900000,4406167
11/01/18,0000,74.6900000,74.9900000,57.7800000,59.0700000,4333185
12/01/18,0000,59.9800000,63.7300000,50.2200000,54.1500000,3459773
01/01/19,0000,54.1200000,63.1500000,52.5100000,61.2200000,3659813
02/01/19,0000,61.0600000,67.7300000,60.4600000,66.2800000,2922609
03/01/19,0000,66.4800000,68.6900000,64.0200000,67.8400000,3245535
04/01/19,0000,67.8200000,75.6000000,67.8200000,71.6600000,3361337
05/01/19,0000,71.7300000,73.4000000,61.3900000,61.7600000,4256751
06/01/19,0000,60.8100000,66.1400000,58.9800000,65.6300000,3975460
07/01/19,0000,65.6300000,67.6500000,61.2900000,65.0500000,3896683
08/01/19,0000,64.0900000,64.5400000,55.8800000,59.1900000,3876785
09/01/19,0000,58.8000000,71.9500000,57.2300000,59.4300000,3873510
10/01/19,0000,59.3800000,62.1100000,56.1600000,59.5000000,3433668
11/01/19,0000,59.4500000,64.2700000,59.4000000,60.7300000,2977360
12/01/19,0000,60.7300000,67.5900000,60.3000000,66.0300000,2702377
01/01/20,0000,66.4100000,71.7500000,55.9300000,56.6600000,3827095
